town,tract,tract,blkgrp,households,residential_density,gross_hh_density,block_denstiy,intersection_density,employment_access_index,job_diversity_index,average_median_commute_distance,per_capita_income,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_ht_own,hh_type1_h_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_ht_own,hh_type2_h_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_ht_own,hh_type3_h_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_ht_own,hh_type4_h_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_ht_own,hh_type5_h_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_ht_own,hh_type6_h_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_ht_own,hh_type7_h_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_ht_own,hh_type8_h_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips
New Canaan,352,09001035200,'090010352002',521,0.80851,0.31827,0.01649,0.0843,15340.83332,2176.05396,10.9037,80906.47249,81268,2.66,1.19674,62.31965,46.00546,64.30356,47.98937,49.5376,33.22341,16.31419,2.1197,25343.07487,50.82281,65014.4,2.66,1.19674,77.23266,57.50682,79.71255,59.98671,61.2551,41.52926,19.72584,2.03344,24775.47433,51.24389,121902,4,2,46.1796,30.67031,47.50221,31.99291,37.65824,22.14894,15.5093,2.76322,33544.0596,43.70041,56600,3,1,87.50439,66.05604,90.35294,68.90459,69.15153,47.70318,21.44835,1.97445,24111.96853,54.24406,11139,1,1,397.64392,335.64697,412.11814,350.1212,304.38855,242.3916,61.99695,1.1522,14628.30668,52.79472,61103.7594,1,1,76.43395,61.18726,79.07255,63.82586,59.43383,44.18713,15.24669,1.50413,17252.28609,49.58277,30551.8797,1,1,148.85867,122.37452,154.13587,127.65172,114.85842,88.37427,26.48415,1.36081,16183.73456,50.89076,65014.4,2,0,71.93698,57.50682,74.41687,59.98671,55.95942,41.52926,14.43016,1.54959,16474.54079,62.7706
New Canaan,353,09001035300,'090010353001',479,0.65201,0.38589,0.03786,0.11198,20983.79906,2043.27667,12.7614,75075.37538,81268,2.66,1.19674,56.40906,40.46767,56.54778,40.60639,49.1648,33.22341,15.94139,2.11035,23840.09689,60.11472,65014.4,2.66,1.19674,69.8506,50.58459,70.024,50.75799,60.79527,41.52926,19.26601,2.02495,23277.85119,60.47147,121902,4,2,42.64602,27.38327,42.74625,27.4835,37.41169,22.14894,15.26275,2.75762,31975.02551,57.24013,56600,3,1,79.02592,58.10471,79.2251,58.30389,68.62439,47.70318,20.92121,1.96724,22579.0363,63.87263,11139,1,1,354.65476,295.24432,355.66684,296.2564,301.80204,242.3916,59.41044,1.14246,13328.6592,56.40108,61103.7594,1,1,68.5485,53.822,68.73299,54.0065,58.91363,44.18713,14.7265,1.4878,15911.79237,53.67979,30551.8797,1,1,133.14443,107.644,133.51342,108.01299,113.8747,88.37427,25.50043,1.34717,14859.87447,54.78797,65014.4,2,0,64.50189,50.58459,64.67529,50.75799,55.44657,41.52926,13.91731,1.5365,14968.18325,68.37066
New Canaan,353,09001035300,'090010353002',675,0.54725,0.32444,0.01923,0.07642,18827.93837,2118.49115,9.69744,69301.47059,81268,2.66,1.19674,55.73733,39.64244,56.70128,40.60639,36.36795,20.27306,16.09489,2.12587,24185.13509,59.31401,65014.4,2.66,1.19674,68.9229,49.46922,70.21166,50.75799,43.02684,23.57317,19.45367,2.04004,23618.36253,59.62421,121902,4,2,43.01246,27.69274,43.59019,28.27047,31.40376,16.08404,15.31972,2.76473,32265.10525,52.07776,56600,3,1,77.94867,56.78958,79.46298,58.30389,47.52064,26.36155,21.15909,1.98474,22924.99586,64.32778,11139,1,1,348.35823,287.95723,356.6574,296.2564,181.59681,121.1958,60.40101,1.15562,13674.43596,55.59074,61103.7594,1,1,67.44441,52.49359,68.95732,54.0065,37.04439,22.09357,14.95082,1.50429,16292.09964,53.22462,30551.8797,1,1,130.89082,104.98718,133.91663,108.01299,70.09077,44.18713,25.90364,1.3623,15226.12003,54.18816,65014.4,2,0,63.70478,49.44388,65.01888,50.75799,37.29947,23.03857,14.2609,1.56617,15391.50402,74.56922
New Canaan,354,09001035400,'090010354001',399,2.77751,0.29962,0.01952,0.06007,13368.54982,2172.60453,15.5353,54115.28662,81268,2.66,1.19674,58.62379,42.81087,58.84504,43.03212,49.03632,33.22341,15.81292,2.04734,25162.53746,27.03447,65014.4,2.66,1.19674,68.17109,49.07005,68.34511,49.24407,60.6303,41.52926,19.10104,1.96073,24595.85149,27.97901,121902,4,2,46.7802,31.77087,47.00225,31.99291,37.15827,22.14894,15.00934,2.67255,32850.09198,24.65832,56600,3,1,75.19615,54.43104,75.35141,54.5863,68.46829,47.70318,20.76511,1.89608,24110.56962,28.72736,11139,1,1,302.17437,242.3916,302.17437,242.3916,302.17437,242.3916,59.78277,1.11024,14432.55431,35.60789,61103.7594,1,1,71.54052,56.74957,71.83043,57.03947,58.97809,44.18713,14.79096,1.46482,17049.55747,28.40307,30551.8797,1,1,114.00552,88.37427,114.00552,88.37427,114.00552,88.37427,25.63126,1.32042,15983.84684,31.33706,65014.4,2,0,68.16943,54.10347,68.4596,54.39364,55.59522,41.52926,14.06596,1.48765,17148.12329,28.96224
New Canaan,354,09001035400,'090010354002',621,0.55955,0.33706,0.01574,0.07056,17708.26379,2193.13367,17.4706,72221.38728,81268,2.66,1.19674,63.47297,47.06204,64.4003,47.98937,49.63434,33.22341,16.41093,2.11626,25533.34522,62.9156,65014.4,2.66,1.19674,78.67556,58.82755,79.83473,59.98671,61.37728,41.52926,19.84802,2.03036,24965.50436,63.23142,121902,4,2,47.02011,31.37469,47.63833,31.99291,37.79435,22.14894,15.64541,2.76323,33890.42911,64.93521,56600,3,1,89.15846,67.5731,90.48995,68.90459,69.28853,47.70318,21.58535,1.97289,24308.72241,64.11033,11139,1,1,405.49912,343.35557,412.26475,350.1212,304.53515,242.3916,62.14355,1.144,14651.55748,61.37261,61103.7594,1,1,77.84796,62.59251,79.08131,63.82586,59.44258,44.18713,15.25545,1.49321,17277.37001,58.96353,30551.8797,1,1,151.70628,125.18502,154.17298,127.65172,114.89553,88.37427,26.52126,1.35101,16208.07198,59.94457,65014.4,2,0,73.23191,58.82755,74.39108,59.98671,55.93363,41.52926,14.40437,1.54432,16510.99613,61.66005
New Canaan,354,09001035400,'090010354003',302,0.52412,0.38291,0.0355,0.07988,19847.56542,2037.09034,12.4529,71428.85714,81268,2.66,1.19674,52.87048,36.7584,52.87048,36.7584,35.90919,19.7971,16.11209,2.09854,24706.83151,61.14574,65014.4,2.66,1.19674,61.49334,42.01517,61.49334,42.01517,42.49631,23.01814,19.47817,2.01302,24144.08653,61.44524,121902,4,2,42.99982,27.59213,42.99982,27.59213,31.30539,15.89769,15.40769,2.75123,32962.13474,55.4292,56600,3,1,68.86767,47.70318,68.86767,47.70318,46.83472,25.67024,21.16449,1.9549,23457.24124,64.08991,11139,1,1,302.89187,242.3916,302.89187,242.3916,126.81661,66.31634,60.50027,1.12577,14044.99494,61.71565,61103.7594,1,1,63.89153,48.97786,63.89153,48.97786,35.91426,21.00059,14.91367,1.47202,16631.93659,59.43114,30551.8797,1,1,114.25966,88.37427,114.25966,88.37427,59.42789,33.5425,25.88539,1.33102,15578.46778,60.36145,65014.4,2,0,60.44364,46.36962,60.44364,46.36962,36.18069,22.10667,14.07402,1.51848,15728.82341,71.22441
New Canaan,354,09001035400,'090010354004',255,0,0.2558,0.01304,0.05919,13588.44483,2180.07496,9.94372,78864.66877,81268,2.66,1.19674,63.70015,46.65754,65.03198,47.98937,50.26602,33.22341,17.04261,2.21415,26606.53868,46.99382,65014.4,2.66,1.19674,78.95217,58.32192,80.61696,59.98671,62.15951,41.52926,20.63024,2.12737,26037.7862,46.99382,121902,4,2,47.27768,31.10502,48.16557,31.99291,38.32159,22.14894,16.17266,2.87339,35304.07837,37.2121,56600,3,1,89.43191,66.99231,91.34419,68.90459,70.14278,47.70318,22.4396,2.07175,25277.4032,49.38969,11139,1,1,406.13165,340.40441,415.84844,350.1212,308.11884,242.3916,65.72724,1.21833,15691.30186,49.38969,61103.7594,1,1,78.08402,62.05452,79.85536,63.82586,60.21663,44.18713,16.0295,1.57423,18324.06821,49.38969,30551.8797,1,1,152.03905,124.10905,155.58172,127.65172,116.30427,88.37427,27.93,1.4293,17251.93841,49.38969,65014.4,2,0,73.40591,58.32192,75.0707,59.98671,56.61325,41.52926,15.08399,1.63437,17043.87981,61.56728
Norwalk,425,09001042500,'090010425001',610,1.03234,0.70303,0.02536,0.07491,25103.02319,1767.17081,10.3432,51853.50877,81268,2.66,1.19674,46.47547,31.18416,46.41346,31.12215,48.51471,33.22341,15.29131,2.03543,22822.33298,50.29798,65014.4,2.66,1.19674,54.21822,35.75833,54.04275,35.58287,59.98915,41.52926,18.45989,1.95116,22257.22575,50.80199,121902,4,2,38.11745,23.44403,38.15682,23.48341,36.82236,22.14894,14.67342,2.68617,30385.14172,38.76071,56600,3,1,59.58153,39.57926,59.33452,39.33225,67.70545,47.70318,20.00227,1.89117,21542.79215,54.74959,11139,1,1,207.61002,150.90974,204.82848,148.1282,299.09188,242.3916,56.70028,1.07952,12868.34654,54.47209,61103.7594,1,1,55.54889,41.42403,55.46488,41.34002,58.312,44.18713,14.12486,1.41627,15473.30718,50.62759,30551.8797,1,1,87.07027,62.65154,86.28816,61.86943,112.793,88.37427,24.41873,1.27914,14412.50057,52.19317,65014.4,2,0,52.34019,39.04236,52.26457,38.96675,54.82709,41.52926,13.29783,1.45135,14538.41424,68.42345
Norwalk,425,09001042500,'090010425002',516,1.48419,1.48419,0.0489,0.16107,25152.11777,1815.69692,9.69775,37338.68613,81268,2.66,1.19674,48.63266,33.74351,52.31518,37.42602,21.16469,6.27553,14.88916,1.99862,22083.81381,41.24941,65014.4,2.66,1.19674,56.66854,38.70331,60.80567,42.84044,25.80965,7.84442,17.96523,1.91531,21523.71636,41.89609,121902,4,2,39.94927,25.55692,42.71663,28.32428,19.3075,4.91516,14.39234,2.65822,29548.1262,27.92988,56600,3,1,62.21289,42.81475,66.74488,47.34674,28.40874,9.0106,19.39814,1.85162,20735.72893,46.19739,11139,1,1,226.56188,171.65229,243.43638,188.5268,100.69467,45.78508,54.90959,1.0524,12468.79921,47.37191,61103.7594,1,1,58.48261,44.77145,63.36596,49.6548,22.05762,8.34646,13.71116,1.38177,15035.54571,42.43912,30551.8797,1,1,91.42147,67.74058,98.26523,74.58434,40.37381,16.69292,23.68089,1.24764,13990.30088,44.44788,65014.4,2,0,54.69988,42.00365,59.27947,46.58324,20.54065,7.84442,12.69623,1.39646,13765.2881,61.59884
Norwalk,425,09001042500,'090010425003',458,1.44193,1.44021,0.04402,0.19182,30041.77332,1719.59155,9.07748,37627.1777,81268,2.66,1.19674,50.29009,35.4114,52.01779,37.1391,35.18188,20.30319,14.87869,1.99493,21904.65416,50.94736,65014.4,2.66,1.19674,58.70685,40.75331,60.46498,42.51144,43.33253,25.37899,17.95354,1.91193,21343.64132,51.58184,121902,4,2,41.2021,26.80204,42.51179,28.11173,29.74927,15.34921,14.40006,2.65998,29394.43648,36.01255,56600,3,1,64.53341,45.15022,66.3629,46.97971,48.53514,29.15194,19.38319,1.84749,20544.92655,56.66553,11139,1,1,239.17657,184.38109,243.32228,188.5268,202.92368,148.1282,54.79548,1.04814,12288.92628,56.26454,61103.7594,1,1,60.66835,46.99183,62.95415,49.27762,40.67978,27.00325,13.67653,1.37514,14862.65523,51.42475,30551.8797,1,1,95.58889,71.96149,97.64213,74.01473,77.6339,54.0065,23.6274,1.24198,13814.56697,53.39564,65014.4,2,0,56.72136,44.07578,58.85944,46.21385,38.02458,25.37899,12.64559,1.38496,13542.46418,74.40062
Norwalk,426,09001042600,'090010426001',462,1.52309,1.42707,0.07104,0.21931,26601.74117,1868.09601,9.41519,45594.2623,81268,2.66,1.19674,51.65002,36.82613,52.28172,37.45783,31.43559,16.6117,14.82389,2.0105,21990.7705,23.23043,65014.4,2.66,1.19674,60.11479,42.22957,60.78557,42.90035,38.64985,20.76463,17.88522,1.92726,21434.34883,23.88815,121902,4,2,42.20689,27.78678,42.72914,28.30904,25.49457,11.07447,14.4201,2.68426,29617.21196,7.17873,56600,3,1,65.98279,46.72032,66.69744,47.43497,43.11406,23.85159,19.26247,1.85997,20602.91306,27.93554,11139,1,1,194.26595,139.84094,194.84861,140.4236,175.6208,121.1958,54.425,1.06167,12375.29363,32.7269,61103.7594,1,1,62.51306,48.89359,63.35057,49.73109,35.71304,22.09357,13.61947,1.39059,14914.00152,27.70986,30551.8797,1,1,97.39523,73.89774,98.32369,74.8262,67.68462,44.18713,23.49749,1.25664,13880.17473,29.75293,65014.4,2,0,58.32021,45.8923,59.10545,46.67754,33.19254,20.76463,12.42791,1.38689,13415.79664,46.02246
Norwalk,426,09001042600,'090010426002',343,2.56814,2.56815,0.0599,0.29949,29688.30444,1907.31435,9.72037,31701.10294,81268,2.66,1.19674,47.43332,33.10354,47.42822,33.09844,47.55319,33.22341,14.32978,1.95825,20476.64691,46.93396,65014.4,2.66,1.19674,55.35444,38.08024,55.20767,37.93347,58.80346,41.52926,17.2742,1.87598,19918.46073,47.83797,121902,4,2,38.91703,24.9792,39.03747,25.09964,36.08677,22.14894,13.93783,2.61654,27624.54386,35.2304,56600,3,1,60.76206,42.17438,60.5268,41.93911,66.29086,47.70318,18.58768,1.80903,19081.10246,53.35392,11139,1,1,242.95674,190.72536,240.75817,188.5268,294.62297,242.3916,52.23137,1.03055,11312.19584,50.41977,61103.7594,1,1,56.98379,43.83835,56.96895,43.8235,57.33258,44.18713,13.14545,1.35203,13864.36324,43.52404,30551.8797,1,1,92.17146,69.53712,91.36988,68.73554,111.0086,88.37427,22.63434,1.22112,12825.05539,46.33216,65014.4,2,0,53.08268,41.04644,53.06213,41.02589,53.5655,41.52926,12.03624,1.34946,12404.48206,67.15902
Norwalk,426,09001042600,'090010426003',327,2.07828,2.04886,0.04386,0.26316,28257.35215,1918.9201,8.08926,41537.43842,81268,2.66,1.19674,50.12407,35.5894,53.02555,38.49088,40.37509,25.84043,14.53466,1.9687,20570.8706,72.04939,65014.4,2.66,1.19674,58.90957,41.38308,61.61271,44.08622,49.82703,32.30054,17.52649,1.88604,20009.82597,72.84845,121902,4,2,40.47263,26.42732,43.21083,29.16552,31.27227,17.22695,14.04531,2.61684,27736.78596,59.69689,56600,3,1,64.97892,46.06541,67.64646,48.73296,56.01598,37.10247,18.91351,1.82307,19180.72392,79.84569,11139,1,1,241.77627,188.5268,241.77627,188.5268,241.77627,188.5268,53.24947,1.03621,11343.92541,71.0212,61103.7594,1,1,60.55261,47.18563,64.36745,51.00047,47.73475,34.36777,13.36698,1.36066,13917.89683,64.92602,30551.8797,1,1,97.95607,74.91243,99.79443,76.75079,91.77918,68.73554,23.04364,1.22853,12869.70983,67.40813,65014.4,2,0,56.66628,44.24448,60.22103,47.79922,44.72234,32.30054,12.42181,1.37851,12500.42827,95.75277
Norwalk,426,09001042600,'090010426004',575,5.37373,5.24471,0.06385,0.25539,30710.71161,1947.70074,8.47369,28937.08333,81268,2.66,1.19674,40.5587,27.08874,43.98419,30.51424,31.02591,17.55595,13.46996,1.82292,18281.51422,105.27802,65014.4,2.66,1.19674,47.33958,31.13161,51.21445,35.00647,36.55624,20.34826,16.20798,1.74163,17723.97081,106.59432,121902,4,2,33.90639,20.92738,36.22095,23.24194,27.46521,14.4862,12.97901,2.43615,24429.04312,97.2918,56600,3,1,51.82476,34.33099,56.20194,38.70816,39.64354,22.14977,17.49377,1.67919,16992.1003,115.13443,11139,1,1,164.70095,116.21213,169.68462,121.1958,150.83194,102.34312,48.48882,0.93237,9760.99322,100.43955,61103.7594,1,1,47.03033,34.71568,52.54002,40.22537,31.69744,19.38278,12.31465,1.24632,12308.2577,90.3989,30551.8797,1,1,75.7687,54.62051,81.98774,60.83954,58.46177,37.31358,21.14819,1.11847,11270.94644,94.48771,65014.4,2,0,44.15933,32.49685,49.2316,37.56911,30.04376,18.38127,11.66249,1.26765,11455.57675,125.97887
Norwalk,427,09001042700,'090010427001',902,2.03115,1.6607,0.05892,0.16018,27843.58284,1708.9339,8.91114,59520,81268,2.66,1.19674,44.32906,29.82083,45.78974,31.28151,41.71068,27.20245,14.50823,1.93061,20590.09655,98.74385,65014.4,2.66,1.19674,52.05575,34.56322,53.31801,35.82548,49.79306,32.30054,17.49253,1.84765,20031.74725,99.53195,121902,4,2,36.88091,22.97866,37.59629,23.69404,35.59855,21.6963,13.90225,2.55424,27489.8841,92.06017,56600,3,1,57.67693,38.70781,58.57248,39.60337,56.07159,37.10247,18.96911,1.79054,19320.56215,107.00899,11139,1,1,241.51301,188.5268,241.51301,188.5268,241.51301,188.5268,52.98621,1.00219,11300.51736,90.95507,61103.7594,1,1,52.21101,38.9159,54.74822,41.45311,47.66288,34.36777,13.29511,1.32893,13853.92909,84.94351,30551.8797,1,1,91.66713,68.73554,91.66713,68.73554,91.66713,68.73554,22.93159,1.19587,12814.11452,87.39157,65014.4,2,0,49.23575,36.51906,51.58909,38.8724,45.01722,32.30054,12.71669,1.37737,13001.72109,117.27339
Norwalk,427,09001042700,'090010427002',1133,5.01735,3.95725,0.08033,0.25148,31362.55455,1728.49912,8.80575,40427.01422,81268,2.66,1.19674,42.06878,28.44117,44.89963,31.27202,34.38371,20.75609,13.62762,1.80252,18764.1298,129.44878,65014.4,2.66,1.19674,49.09573,32.69199,52.28357,35.87983,40.44151,24.03777,16.40374,1.72091,18209.07508,130.72419,121902,4,2,35.08559,21.99917,36.87455,23.78814,30.229,17.14258,13.08642,2.41195,24980.47557,123.67271,56600,3,1,53.79458,36.03911,57.4387,39.68324,43.90167,26.1462,17.75546,1.65979,17534.26499,139.48496,11139,1,1,205.88485,156.7026,237.70905,188.5268,119.48996,70.30771,49.18225,0.90929,10037.52781,121.55165,61103.7594,1,1,48.75698,36.32901,53.68618,41.2582,35.37543,22.94746,12.42797,1.2257,12565.80871,111.82291,30551.8797,1,1,81.36928,59.97813,90.12669,68.73554,57.59506,36.20391,21.39115,1.09685,11536.22806,115.7847,65014.4,2,0,45.92405,34.03044,50.45727,38.56366,33.61748,21.72387,11.89361,1.25431,11958.55492,148.26462
Norwalk,427,09001042700,'090010427003',193,0.89922,0.89922,0.04659,0.20966,31026.67981,1713.52336,8.65359,27657.48031,81268,2.66,1.19674,46.86619,31.59819,46.86619,31.59819,42.72414,27.45615,15.26799,2.03455,22199.30886,76.26469,65014.4,2.66,1.19674,54.59222,36.15618,54.59222,36.15618,50.26707,31.83103,18.43604,1.95101,21638.78433,76.72055,121902,4,2,38.57049,23.84402,38.57049,23.84402,36.38426,21.6578,14.72647,2.69793,29957.83242,63.51864,56600,3,1,59.91638,39.96622,59.91638,39.96622,55.42109,35.47093,19.95016,1.88967,20833.92105,82.80485,11139,1,1,177.63478,121.1958,177.63478,121.1958,148.00195,91.56297,56.43898,1.07633,12353.11494,75.10775,61103.7594,1,1,56.05552,42.0201,56.05552,42.0201,43.67848,29.64306,14.03542,1.40748,14923.11918,71.63049,30551.8797,1,1,87.32685,63.04442,87.32685,63.04442,71.20489,46.92247,24.28243,1.27263,13876.54772,73.04652,65014.4,2,0,52.58263,39.49805,52.58263,39.49805,44.49109,31.40651,13.08458,1.43301,13539.41861,99.48972
Norwalk,428,09001042800,'090010428001',436,1.62472,1.62286,0.07072,0.23822,32884.4807,1854.64773,8.63114,36955.21236,81268,2.66,1.19674,55.42368,40.80356,56.06479,41.44467,47.84353,33.22341,14.62012,1.96614,20785.8609,80.09254,65014.4,2.66,1.19674,64.64278,47.00879,65.10623,47.47223,59.16326,41.52926,17.634,1.88348,20229.39007,80.77832,121902,4,2,44.78609,30.62868,45.50328,31.34588,36.30635,22.14894,14.15741,2.61982,28146.27937,68.16721,56600,3,1,71.16169,52.11226,71.5346,52.48517,66.75261,47.70318,19.04943,1.82126,19424.40669,87.55031,11139,1,1,245.98248,192.72726,241.78202,188.5268,295.64681,242.3916,53.25522,1.02634,11344.41802,78.28549,61103.7594,1,1,67.51392,54.1606,68.35745,55.00412,57.54046,44.18713,13.35333,1.35081,13883.50092,73.05439,30551.8797,1,1,106.2589,83.22669,105.82353,82.79132,111.40648,88.37427,23.03221,1.21867,12849.52142,75.18463,65014.4,2,0,63.2412,50.79807,64.02513,51.582,53.97239,41.52926,12.44313,1.37138,12540.01069,103.17777
Norwalk,428,09001042800,'090010428002',509,4.61743,4.61744,0.0635,0.36286,32945.11584,1862.40004,9.1828,33434.21053,81268,2.66,1.19674,42.80231,29.03783,50.30877,36.54429,19.98507,6.22059,13.76448,1.83836,18943.28647,116.01639,65014.4,2.66,1.19674,49.90708,33.33171,58.50107,41.9257,23.78408,7.20871,16.57537,1.75705,18385.68732,117.24293,121902,4,2,35.51769,22.20019,41.1258,27.80831,18.4708,5.15331,13.3175,2.46971,25476.62806,108.47385,56600,3,1,54.70026,36.82636,64.23363,46.35973,25.72185,7.84795,17.8739,1.69181,17612.40781,125.17598,11139,1,1,166.55821,116.67335,198.01305,148.1282,70.94547,21.06061,49.88485,0.93854,10177.96856,111.67199,61103.7594,1,1,50.56234,37.98462,60.8082,48.23047,19.41818,6.84046,12.57773,1.25269,12725.65818,102.31607,30551.8797,1,1,79.23408,57.57209,94.61679,72.95479,32.47555,10.81355,21.662,1.12476,11688.1738,106.12604,65014.4,2,0,47.22947,35.49704,56.77231,45.03988,18.22228,6.48984,11.73243,1.25901,11635.01472,135.37003
Norwalk,428,09001042800,'090010428003',499,3.54617,3.53892,0.14184,0.45389,34119.56975,1969.0843,8.98958,48745.17375,81268,2.66,1.19674,51.91002,37.99889,53.66686,39.75573,39.75156,25.84043,13.91113,1.8862,19141.2701,93.26896,65014.4,2.66,1.19674,60.71825,43.95894,62.40283,45.64353,49.05984,32.30054,16.75931,1.80462,18593.75796,94.34512,121902,4,2,42.19262,28.64773,43.67392,30.12903,31.94108,18.3962,13.54488,2.53063,26047.39772,85.48781,56600,3,1,66.8619,48.81604,68.55445,50.5086,55.14833,37.10247,18.04585,1.73865,17762.56695,102.37519,11139,1,1,238.64325,188.5268,238.64325,188.5268,238.64325,188.5268,50.11645,0.97404,10269.12335,87.52713,61103.7594,1,1,62.97385,50.32659,65.27983,52.63257,47.01504,34.36777,12.64726,1.29029,12739.87008,79.31823,30551.8797,1,1,100.16156,78.39888,101.55787,79.79519,90.49822,68.73554,21.76268,1.1615,11733.71881,82.66111,65014.4,2,0,58.74635,47.07278,60.88087,49.2073,43.97411,32.30054,11.67357,1.29231,11312.64842,113.34794
Norwalk,428,09001042800,'090010428004',436,5.29679,5.24403,0.2165,0.61341,32826.47368,1966.56243,8.15016,28436.82171,81268,2.66,1.19674,51.8529,38.26057,56.34797,42.75564,35.93285,22.34053,13.59232,1.8494,18710.81834,85.24568,65014.4,2.66,1.19674,60.4072,44.04015,65.5307,49.16364,42.2615,25.89444,16.36706,1.76825,18170.48358,86.55335,121902,4,2,42.15083,28.88053,45.26321,31.99291,31.12781,17.85751,13.2703,2.49376,25396.03492,75.90746,56600,3,1,66.29263,48.70965,72.02378,54.4408,45.99483,28.41185,17.58298,1.69849,17323.94692,95.32632,11139,1,1,212.87562,163.88582,237.5166,188.5268,125.6055,76.6157,48.9898,0.95136,10144.87451,80.93849,61103.7594,1,1,61.92938,49.55845,68.90681,56.53588,37.21764,24.84671,12.37093,1.26432,12560.87279,70.96368,30551.8797,1,1,97.09567,75.81578,107.40525,86.12536,60.58256,39.30267,21.27989,1.13687,11577.01649,75.02568,65014.4,2,0,57.86124,46.55178,64.07898,52.76952,35.84007,24.53061,11.30946,1.24799,11074.11634,107.80725
Norwalk,429,09001042900,'090010429001',381,0.93977,0.67415,0.02477,0.11501,26250.28769,1719.70923,9.26724,69579.79798,81268,2.66,1.19674,52.33018,36.93162,52.33018,36.93162,34.19902,18.80047,15.39856,2.03633,22681.27891,76.39792,65014.4,2.66,1.19674,60.82237,42.22849,60.82237,42.22849,40.39826,21.80439,18.59388,1.95209,22116.0225,76.86879,121902,4,2,42.59646,27.85657,42.59646,27.85657,29.60065,14.86076,14.73988,2.68283,30276.7086,66.10463,56600,3,1,67.87623,47.70318,67.87623,47.70318,44.45797,24.28492,20.17305,1.8938,21386.21093,82.41008,11139,1,1,299.63892,242.3916,299.63892,242.3916,120.11847,62.87115,57.24732,1.07987,12738.99335,74.61168,61103.7594,1,1,63.30754,49.08096,63.30754,49.08096,34.52217,20.2956,14.22657,1.41636,15345.09192,71.01991,30551.8797,1,1,112.9957,88.37427,112.9957,88.37427,56.78541,32.16398,24.62143,1.27933,14283.82192,72.48257,65014.4,2,0,59.71871,46.25409,59.71871,46.25409,34.88596,21.42134,13.46462,1.45963,14336.24879,96.0389
Norwalk,429,09001042900,'090010429002',351,1.12585,0.92536,0.06591,0.15291,22094.2463,1891.03201,8.31908,60297.36842,81268,2.66,1.19674,48.42157,33.25054,48.42157,33.25054,33.96918,18.79815,15.17103,2.03204,22577.05943,42.23488,65014.4,2.66,1.19674,56.37192,38.05909,56.37192,38.05909,40.12422,21.81139,18.31283,1.94787,22019.84337,42.77085,121902,4,2,39.70345,25.07269,39.70345,25.07269,29.5624,14.93164,14.63076,2.69108,30284.95835,26.94713,56600,3,1,61.8892,42.08797,61.8892,42.08797,44.0587,24.25746,19.80124,1.88537,21238.02137,47.62108,11139,1,1,244.62665,188.5268,244.62665,188.5268,119.13382,63.03397,56.09985,1.07624,12739.05492,47.65907,61103.7594,1,1,58.1883,44.20163,58.1883,44.20163,34.26598,20.27932,13.98666,1.4122,15283.82238,43.57072,30551.8797,1,1,92.90399,68.73554,92.90399,68.73554,56.35101,32.18256,24.16845,1.27539,14247.52798,45.2356,65014.4,2,0,54.61414,41.59793,54.61414,41.59793,34.24721,21.231,13.01621,1.43453,14003.54685,65.85586
